date_aaaammjj;menutypeplat;plat;specificites;repas
2020-09-03;Légumes;SEMOULE BIO AU BEURRE;Produit Agriculture Biologique;DEJEUNER
2020-09-03;Dessert;RAISIN DE PAYS;Haute Qualité Alimentaire;DEJEUNER
2020-09-04;Plat;BOEUF ROTI SAUCE COCKTAIL;Haute Qualité Alimentaire;DEJEUNER
2020-09-07;Entrée;SALADE NICOISE UPC;;DEJEUNER
2020-09-07;Légumes;HARICOTS VERTS BIO PERSILLES;Produit Agriculture Biologique;DEJEUNER
2020-09-07;Fromage;YAOURT BIO LOCAL EN SEAU;Produit Agriculture Biologique;DEJEUNER
2020-09-10;Entrée;SALADE LAITUE FEUILLE BIO A LA FETA;Produit Agriculture Biologique;DEJEUNER
2020-09-10;Légumes;PRINTANIERE DE LEGUMES;;DEJEUNER
2020-09-10;Légumes;TOMATE PROVENCALE/HARICOT VERT BIO;Produit Agriculture Biologique;DEJEUNER
2020-09-10;Dessert;BEIGNET DONUT'S DOONYS;;DEJEUNER
2020-09-10;Dessert;CREME DESSERT CHOCOLAT PETIT POT;;DEJEUNER
2020-09-11;Entrée;SALADE LAITUE FEUILLE BIO AU GESIERS;Produit Agriculture Biologique;DEJEUNER
2020-09-11;Légumes;GALETTE ROSTI PDT OIGNONS;;DEJEUNER
2020-09-11;Fromage;PETIT SUISSE NATURE 60GR ET SUCRE;;DEJEUNER
2020-09-14;Entrée;TIELLE DE SETE IND;;DEJEUNER
2020-09-14;Légumes;COURGETTE FRAICHE PROVENCALE  (COLLEGE);Haute Qualité Alimentaire;DEJEUNER
2020-09-14;Fromage;YAOURT CITRON BIO;Produit Agriculture Biologique;DEJEUNER
2020-09-15;Plat;FALAFELS ET SES CEREALES SAUCE BLANCHE - COMPLET ALTERNATIF PV;Produit Agriculture Biologique;DEJEUNER
2020-09-15;Dessert;COMPOTE POMME/POIRE BIO/BISCUIT PETIT BEURRE;Produit Agriculture Biologique;DEJEUNER
2020-09-15;Dessert;RAISIN DE PAYS;Haute Qualité Alimentaire;DEJEUNER
2020-09-17;Dessert;DESSERT FRUIT ETE BIO Po;Produit Agriculture Biologique;DEJEUNER
2020-09-18;Fromage;FROMAGE BRIE BIO COUPE;Produit Agriculture Biologique;DEJEUNER
2020-09-21;Fromage;FROMAGE PIK ET CROQ IND;;DEJEUNER
2020-09-22;Dessert;TARTE AU CITRON;;DEJEUNER
2020-09-24;Entrée;ACCRAS DE MORUE ET CITRON;;DEJEUNER
2020-09-24;Légumes;EPINARD BIO A LA CREME;Produit Agriculture Biologique;DEJEUNER
2020-09-25;Dessert;DESSERT FRUIT Po DE SAISON BIO ANNUEL 1;Produit Agriculture Biologique;DEJEUNER
2020-09-28;Entrée;TOMATE FRAICHE SAUCE BASILIC/CITRON VERT;Haute Qualité Alimentaire;DEJEUNER
2020-09-28;Plat;DOS DE CABILLAUD SAUCE VIERGE;;DEJEUNER
2020-09-28;Fromage;YAOURT FERMIER HQA ET SUCRE;Haute Qualité Alimentaire;DEJEUNER
2020-09-29;Entrée;LENTILLES VINAIGRETTE;;DEJEUNER
2020-09-29;Plat;GRATIN SEMOULE AUX LEGUMES ET PARMESAN - COMPLET ALTERNATIF PA;;DEJEUNER
2020-09-29;Légumes;BLE BIO AU BEURRE;Produit Agriculture Biologique;DEJEUNER
2020-10-01;Plat;STEAK HACHE BOUCHERE DE BOEUF SAUCE BARBECUE;;DEJEUNER
2020-10-01;Fromage;YAOURT BIO SUCRE SAVEUR VANILLE;Produit Agriculture Biologique;DEJEUNER
2020-10-01;Dessert;DESSERT FRUIT Po DE SAISON BIO ANNUEL 1;Produit Agriculture Biologique;DEJEUNER
2020-10-01;Dessert;SALADE DE FRUIT FRAIS D'ETE;Haute Qualité Alimentaire;DEJEUNER
2020-10-02;Plat;FILET MEUNIERE ET CITRON;;DEJEUNER
2020-10-02;Dessert;LIEGEOIS BIO SAVEUR CHOCOLAT IND;Produit Agriculture Biologique;DEJEUNER
2020-10-05;Plat;ESCALOPE DE PORC BIO A GRILLER AUX HERBES DE PROVENCE;Produit Agriculture Biologique;DEJEUNER
2020-10-05;Plat;MERGUEZ GRILLEE A LA SAUCE TOMATE;;DEJEUNER
2020-10-05;Légumes;SEMOULE BIO AU BEURRE;Produit Agriculture Biologique;DEJEUNER
2020-10-05;Fromage;YAOURT BIO SUCRE SAVEUR VANILLE;Produit Agriculture Biologique;DEJEUNER
2020-10-06;Fromage;FROMAGE BLEU DOUCEUR IND;Haute Qualité Alimentaire;DEJEUNER
2020-10-06;Fromage;YAOURT FERMIER HQA ET SUCRE;Haute Qualité Alimentaire;DEJEUNER
2020-10-06;Dessert;DESSERT FRUIT Po DE SAISON BIO ANNUEL 2;Produit Agriculture Biologique;DEJEUNER
2020-10-08;Légumes;PATE MACARONIS BIO AU BEURRE;Produit Agriculture Biologique;DEJEUNER
2020-10-08;Fromage;FROMAGE CANTAL IND;Haute Qualité Alimentaire;DEJEUNER
2020-10-09;Entrée;ACCRAS DE MORUE ET CITRON;;DEJEUNER
2020-10-09;Fromage;FROMAGE GOUDA BIO IND;Produit Agriculture Biologique;DEJEUNER
2020-10-09;Dessert;ANANAS FRAIS EN TRANCHE;Haute Qualité Alimentaire;DEJEUNER
2020-10-13;Entrée;ROULE AU FROMAGE;;DEJEUNER
2020-10-13;Légumes;RIZ DE CAMARGUE PILAF;Haute Qualité Alimentaire;DEJEUNER
2020-10-13;Fromage;YAOURT A BOIRE PANACHE;;DEJEUNER
2020-10-15;Entrée;SALADE MELANGE BIO AUX OIGNONS FRITS;Produit Agriculture Biologique;DEJEUNER
2020-10-15;Légumes;POMMES VAPEUR PERSILLEES;;DEJEUNER
2020-10-15;Fromage;FROMAGE FOURME D'AMBERT AOP IND;Haute Qualité Alimentaire;DEJEUNER
2020-10-16;Plat;NUGGETS DE FILET DE POULET;;DEJEUNER
2020-10-16;Fromage;FROMAGE MINI BABYBEL IND;;DEJEUNER
2020-11-02;Entrée;POMELOS BIO AU SUCRE (ENTREE);Produit Agriculture Biologique;DEJEUNER
2020-11-02;Dessert;COMPOTE POMME/ABRICOT ET BISCUIT;;DEJEUNER
2020-11-03;Entrée;SALADE D'ENDIVE AU BLEU;Haute Qualité Alimentaire;DEJEUNER
2020-11-03;Plat;BRANDADE PARMENTIERE MORUE UPC - COMPLET;;DEJEUNER
2020-11-03;Plat;OMELETTE NATURE BIO;Produit Agriculture Biologique;DEJEUNER
2020-11-05;Entrée;OEUF A LA COQUE ET MOUILLETTE;;DEJEUNER
2020-11-06;Entrée;BETTERAVE BIO MIMOSA;Produit Agriculture Biologique;DEJEUNER
2020-11-06;Fromage;YAOURT BIO SUCRE SAVEUR VANILLE;Produit Agriculture Biologique;DEJEUNER
2020-11-06;Dessert;TIRAMISU UPC;;DEJEUNER
2020-11-09;Entrée;POMELOS BIO AU SUCRE (ENTREE);Produit Agriculture Biologique;DEJEUNER
2020-11-09;Fromage;FROMAGE GOUDA BIO IND;Produit Agriculture Biologique;DEJEUNER
2020-11-10;Entrée;MAIS AU THON;;DEJEUNER
2020-11-10;Fromage;FROMAGE BREBIS CREME Po;;DEJEUNER
2020-11-12;Fromage;FROMAGE SALAGOU TOMETTE BREBIS;Haute Qualité Alimentaire;DEJEUNER
2020-11-13;Plat;TORTILLA (OMELETTE PDT ET LEGUMES) - PLAT COMPLET VEGETARIEN PA;;DEJEUNER
2020-11-16;Plat;ESCALOPE DE PORC BIO A GRILLER AUX HERBES DE PROVENCE;Produit Agriculture Biologique;DEJEUNER
2020-11-17;Entrée;SOUPE DE LEGUMES UPC;Haute Qualité Alimentaire;DEJEUNER
2020-11-17;Plat;NUGGETS DE FILET DE POULET;;DEJEUNER
2020-11-19;Entrée;SALADE MELANGE LOCALE BIO AU MAIS;Produit Agriculture Biologique;DEJEUNER
2020-11-19;Plat;FILET DE POISSON DE MEDITERANNEE;;DEJEUNER
2020-11-20;Entrée;ACCRAS DE MORUE ET CITRON;;DEJEUNER
2020-11-20;Entrée;SOUPE CREOLE MAISON UPC;;DEJEUNER
2020-11-20;Plat;DORADE SEBASTE SAUCE CURRY;;DEJEUNER
2020-11-20;Fromage;FROMAGE BLANC NATURE BIO;Produit Agriculture Biologique;DEJEUNER
2020-11-20;Dessert;ANANAS FRAIS EN TRANCHE;Haute Qualité Alimentaire;DEJEUNER
2020-11-24;Plat;ESCALOPE DE PORC BIO A GRILLER AUX HERBES DE PROVENCE;Produit Agriculture Biologique;DEJEUNER
2020-11-24;Fromage;FROMAGE SAINT NECTAIRE AOP;Haute Qualité Alimentaire;DEJEUNER
2020-11-26;Entrée;VELOUTE DE POTIRON MAISON;Haute Qualité Alimentaire;DEJEUNER
2020-11-26;Fromage;YAOURT BIO LOCAL EN SEAU;Produit Agriculture Biologique;DEJEUNER
2020-11-26;Dessert;TARTE AU CHOCOLAT;;DEJEUNER
2020-11-27;Dessert;DESSERT FRUIT Po DE SAISON BIO ANNUEL 2;Produit Agriculture Biologique;DEJEUNER
2020-11-30;Plat;SAUTE DE PORC AU CARAMEL;Haute Qualité Alimentaire;DEJEUNER
2020-11-30;Fromage;YAOURT FERMIER HQA ET SUCRE;Haute Qualité Alimentaire;DEJEUNER
2020-12-01;Entrée;MACEDOINE LEGUME VINAIGRETTE;;DEJEUNER
2020-12-01;Fromage;FROMAGE BRIE DE MEAUX AOP;Haute Qualité Alimentaire;DEJEUNER
2020-12-01;Fromage;FROMAGE MINI LEERDAMER IND;;DEJEUNER
2020-12-03;Dessert;BROWNIES ZUCCHINI UPC (COLLEGIEN);;DEJEUNER
2020-12-04;Entrée;ROULE AU FROMAGE;;DEJEUNER
2020-12-04;Plat;FAJITAS VEGE - PLAT COMPLET ALTERNATIF PV;;DEJEUNER
2020-12-04;Plat;PAVE DE SAUMON A L'HUILE D'OLIVE;;DEJEUNER
2020-12-04;Fromage;FROMAGE ROUY;;DEJEUNER
2020-12-04;Dessert;DESSERT FRUIT Po DE SAISON BIO ANNUEL 2;Produit Agriculture Biologique;DEJEUNER
2020-12-07;Entrée;SOUPE DE LEGUMES UPC;Haute Qualité Alimentaire;DEJEUNER
2020-12-07;Plat;TORTELLINIS 4 FROMAGES A LA SAUCE TOMATE - COMPLET ALTERNATIF PA;;DEJEUNER
2020-12-07;Légumes;POMME DE TERRE FRITE U FRY;;DEJEUNER
2020-12-07;Fromage;YAOURT NATURE BIO LES 2 VACHES ET SUCRE;Produit Agriculture Biologique;DEJEUNER
2020-12-07;Dessert;DESSERT FRUIT Po DE SAISON BIO ANNUEL 1;Produit Agriculture Biologique;DEJEUNER
2020-12-08;Entrée;SALADE D'ENDIVE AU NOIX ET EMMENTAL;;DEJEUNER
2020-12-08;Plat;HACHIS PARMENTIER DE CANARD UPC - COMPLET;;DEJEUNER
2020-12-08;Dessert;GLACE BARRE TWIX;;DEJEUNER
2020-12-08;Dessert;GLACE SUNDAE VANILLE/CARAMEL;;DEJEUNER
2020-12-10;Entrée;SALADE MELANGE BIO AUX OIGNONS FRITS;Produit Agriculture Biologique;DEJEUNER
2020-12-11;Dessert;MOUSSE AU CHOCOLAT AU LAIT IND;;DEJEUNER
2020-12-14;Plat;COUSCOUS MOUTON MERGUEZ PLAT COMPLET;;DEJEUNER
2020-12-14;Fromage;FROMAGE PORT SALUT;;DEJEUNER
2020-12-15;Fromage;FROMAGE BLEU D'AUVERGNE AOP;Haute Qualité Alimentaire;DEJEUNER
2020-12-17;Plat;SAUTE DE CHAPON EN SAUCE;;DEJEUNER
2020-12-17;Légumes;RIZ PILAF;;DEJEUNER
2020-12-18;Entrée;SALADE MELANGE BIO AVEYRONNAISE;Produit Agriculture Biologique;DEJEUNER
2020-12-18;Plat;RAVIOLI ET FROMAGE RAPE - PLAT COMPLET;;DEJEUNER
2021-01-04;Entrée;MACEDOINE LEGUME VINAIGRETTE;;DEJEUNER
2021-01-05;Plat;CHEESEBURGER;;DEJEUNER
2021-01-05;Légumes;POMME DE TERRE FRITE FRAICHE;;DEJEUNER
2021-01-08;Entrée;SALADE MELANGE LOCALE BIO;Produit Agriculture Biologique;DEJEUNER
2021-01-08;Plat;FAJITAS VEGE - PLAT COMPLET ALTERNATIF PV;;DEJEUNER
2021-01-11;Dessert;GALETTE FRANGIPANE A CUIRE;;DEJEUNER
2021-01-14;Légumes;FLAN AUX BROCOLIS BIO;Produit Agriculture Biologique;DEJEUNER
2021-01-15;Entrée;SALADE DE PATES PENNE AU THON;;DEJEUNER
2021-01-15;Légumes;POELEE D'HIVER;Haute Qualité Alimentaire;DEJEUNER
2021-01-18;Entrée;HOUMOUS ET BATONNET CAROTTE UPC;Haute Qualité Alimentaire;DEJEUNER
2021-01-19;Entrée;MELANGE CRUDITEE;;DEJEUNER
2021-01-21;Entrée;VELOUTE DE POTIRON MAISON;Haute Qualité Alimentaire;DEJEUNER
2021-01-21;Légumes;POELEE MEDITERRANEENNE AUX LEGUMES GRILLES;;DEJEUNER
2021-01-21;Fromage;FROMAGE MINI ROITELET IND;;DEJEUNER
2021-01-22;Entrée;POMELOS BIO AU SUCRE (ENTREE);Produit Agriculture Biologique;DEJEUNER
2021-01-22;Plat;PENNE RIGATE A LA BOLOGNAISE;;DEJEUNER
2021-01-22;Légumes;POELEE RIZ A LA CAMARGUAISE;;DEJEUNER
2021-01-25;Entrée;SALADE DE MACHE AUX BETTERAVES BIO;Produit Agriculture Biologique;DEJEUNER
2021-01-25;Plat;ROTI DE BOEUF AU JUS;Haute Qualité Alimentaire;DEJEUNER
2021-01-25;Fromage;FROMAGE EMMENTAL BIO IND;Produit Agriculture Biologique;DEJEUNER
2021-01-26;Entrée;SALADE ENDIVE AU SURIMI;;DEJEUNER
2021-01-28;Entrée;SALADE CAMARGUAISE DE BLE;;DEJEUNER
2021-01-28;Fromage;FROMAGE GOUDA BIO IND;Produit Agriculture Biologique;DEJEUNER
2021-02-01;Entrée;PAMPLEMOUSSE ROSE AU SUCRE (ENTREE);;DEJEUNER
2021-02-01;Fromage;FROMAGE TOMME CATALANE AOP;Haute Qualité Alimentaire;DEJEUNER
2021-02-02;Plat;CREPE EMMENTAL/CHEVRE UPC PLAT COMPLET ALTERNATIF PA;;DEJEUNER
2021-02-04;Légumes;HARICOTS VERTS BIO PARMENTIER;Produit Agriculture Biologique;DEJEUNER
2021-02-04;Fromage;FROMAGE OSSAU IRATY A LA COUPE;Haute Qualité Alimentaire;DEJEUNER
2021-02-05;Entrée;OEUF DUR MAYONNAISE GARNITURE SALADE;;DEJEUNER
2021-02-05;Entrée;SALADE D'ENDIVE AU BLEU ET NOIX;;DEJEUNER
2021-02-05;Entrée;TARTE AUX 3 FROMAGES;;DEJEUNER
2021-02-08;Entrée;SALADE POMME DE TERRE AU THON UPC;;DEJEUNER
2021-02-08;Fromage;FROMAGE PIK ET CROQ IND;;DEJEUNER
2021-02-09;Entrée;OEUF DUR MIMOSA;;DEJEUNER
2021-02-09;Fromage;PETIT SUISSE NATURE BIO 60GR ET SUCRE;Produit Agriculture Biologique;DEJEUNER
2021-02-11;Entrée;HOUMOUS ET BATONNET CAROTTE UPC;Haute Qualité Alimentaire;DEJEUNER
2021-02-11;Entrée;SALADE LAITUE FEUILLE BIO A LA FETA;Produit Agriculture Biologique;DEJEUNER
2021-02-11;Entrée;SOUPE DE POISSON;;DEJEUNER
2021-02-11;Plat;BOURRIDE DE COLIN;;DEJEUNER
2021-02-11;Légumes;POMME DE TERRE GRENAILLE A LA FLEUR DE SEL;;DEJEUNER
2021-02-12;Entrée;BETTERAVE EN DES;;DEJEUNER
2021-03-01;Entrée;BETTERAVE EN DES;;DEJEUNER
2021-03-01;Plat;RAVIOLI ET FROMAGE RAPE - PLAT COMPLET;;DEJEUNER
2021-03-01;Dessert;COMPOTE POMME/POIRE BIO/BISCUIT PETIT BEURRE;Produit Agriculture Biologique;DEJEUNER
2021-03-02;Plat;GRATIN POMME DE TERRE REBLOCHON - PLAT COMPLET ALTERNATIF PA;;DEJEUNER
2021-03-02;Fromage;YAOURT FERMIER HQA ET SUCRE;Haute Qualité Alimentaire;DEJEUNER
2021-03-04;Entrée;VELOUTE DE POTIRON MAISON;Haute Qualité Alimentaire;DEJEUNER
2021-03-04;Entrée;1/2 TRANCHE JAMBON MACEDOINE MAYONNAISE;;DEJEUNER
2021-03-04;Légumes;QUINOA BIO;Produit Agriculture Biologique;DEJEUNER
2021-03-05;Entrée;OEUF A LA COQUE ET MOUILLETTE;;DEJEUNER
2021-03-05;Entrée;SALADE LAITUE FEUILLE BIO AU CHEVRE CHAUD;Produit Agriculture Biologique;DEJEUNER
2021-03-05;Entrée;TAPENADE LEGUMES HIVER UPC;Haute Qualité Alimentaire;DEJEUNER
2021-03-05;Légumes;HARICOTS VERTS BIO PERSILLES;Produit Agriculture Biologique;DEJEUNER
2021-03-05;Fromage;FROMAGE TOMME BLANCHE;;DEJEUNER
2021-03-08;Entrée;RADIS BEURRE;Haute Qualité Alimentaire;DEJEUNER
2021-03-08;Entrée;SALADE MACHE AUX CROUTONS;Haute Qualité Alimentaire;DEJEUNER
2021-03-08;Fromage;FROMAGE BLANC VANILLE IND;;DEJEUNER
2021-03-09;Plat;BOLES DE PICOLAT (BOULETTE DE VIANDE) SCE TOMATE A/PORC;Haute Qualité Alimentaire;DEJEUNER
2021-03-09;Légumes;CAROTTE BIO A LA CREME;Produit Agriculture Biologique;DEJEUNER
2021-03-09;Dessert;DESSERT FRUIT Po DE SAISON BIO ANNUEL 2;Produit Agriculture Biologique;DEJEUNER
2021-03-11;Entrée;TOMATE CERISE ET SES BILLES DE MOZZARELLA;;DEJEUNER
2021-03-11;Dessert;TARTE AU CHOCOLAT;;DEJEUNER
2021-03-12;Entrée;PIZZA FRAICHE COMTE BEAUFORT AOP;;DEJEUNER
2021-03-12;Fromage;FROMAGE SAINT PAULIN BIO;Produit Agriculture Biologique;DEJEUNER
2021-03-15;Légumes;POMME DE TERRE FRITE FRAICHE;;DEJEUNER
2021-03-15;Dessert;LIEGEOIS VANILLE / CARAMEL;;DEJEUNER
2021-03-16;Légumes;PETIT POIS TRES FINS CAROTTES BIO;Produit Agriculture Biologique;DEJEUNER
2021-03-16;Dessert;DESSERT FRUIT Po DE SAISON BIO ANNUEL 1;Produit Agriculture Biologique;DEJEUNER
2021-03-18;Entrée;SALADE MELANGE LOCALE BIO AU MAIS;Produit Agriculture Biologique;DEJEUNER
2021-03-19;Entrée;ROULE AU FROMAGE;;DEJEUNER
2021-03-22;Légumes;HARICOTS VERTS BIO PERSILLES;Produit Agriculture Biologique;DEJEUNER
2021-03-23;Entrée;CAROTTES RAPEES BIO VINAIGRETTE ORANGE CUMIN;;DEJEUNER
2021-03-23;Entrée;PAMPLEMOUSSE ROSE AU MIEL (ENTREE);Haute Qualité Alimentaire;DEJEUNER
2021-03-25;Entrée;SALADE MELANGE LOCALE BIO BILLES MOZZARELLA;Produit Agriculture Biologique;DEJEUNER
2021-03-25;Légumes;PRINTANIERE DE LEGUMES;;DEJEUNER
2021-03-25;Dessert;CREPE PATE A TARTINER;;DEJEUNER
2021-03-26;Entrée;SALADE D'ENDIVES AUX DES DE BREBIS;Haute Qualité Alimentaire;DEJEUNER
2021-03-26;Fromage;YAOURT FRAISE AU LAIT ENTIER BIO IND;Produit Agriculture Biologique;DEJEUNER
2021-03-26;Dessert;DESSERT FRUIT Po DE SAISON BIO ANNUEL 1;Produit Agriculture Biologique;DEJEUNER
2021-03-30;Entrée;DUO DE CHOUX VINAIGRETTE;Haute Qualité Alimentaire;DEJEUNER
2021-03-30;Fromage;YAOURT FRAISE AU LAIT ENTIER BIO IND;Produit Agriculture Biologique;DEJEUNER
2021-04-02;Légumes;POELEE RATATOUILLE GNOCCHI;;DEJEUNER
2021-04-02;Légumes;POMME DE TERRE FRITE FRAICHE;;DEJEUNER
2021-04-02;Dessert;ANANAS FRAIS EN TRANCHE;Haute Qualité Alimentaire;DEJEUNER
2021-04-06;Plat;ROUILLE A LA SETOISE;;DEJEUNER
2021-04-08;Entrée;TOMATE CERISE TAPENADE;;DEJEUNER
2021-04-09;Plat;JAMBON BRAISE SAUCE MADERE;;DEJEUNER
2021-04-09;Légumes;POELEE DE SAISON;Haute Qualité Alimentaire;DEJEUNER
2021-04-09;Fromage;YAOURT FRAISE AU LAIT ENTIER BIO IND;Produit Agriculture Biologique;DEJEUNER
2021-04-09;Dessert;GLACE BARRE TWIX;;DEJEUNER
2021-04-12;Plat;SAUTE DE VEAU BIO TANDOORI;Produit Agriculture Biologique;DEJEUNER
2021-04-12;Légumes;RIZ PILAF;;DEJEUNER
2021-04-13;Entrée;AVOCAT SAUCE COCKTAIL SURIMI/CREVETTE;;DEJEUNER
2021-04-13;Plat;FILET DE POULET BBC A GRILLER;;DEJEUNER
2021-04-15;Entrée;CONCOMBRE FRAIS SAUCE RAITA;Haute Qualité Alimentaire;DEJEUNER
2021-04-15;Plat;FILET DE DORADE SAUCE CATALANE;;DEJEUNER
2021-04-15;Dessert;CREME DESSERT VANILLE BIO;Produit Agriculture Biologique;DEJEUNER
2021-04-16;Fromage;FROMAGE KIRI CREME IND;;DEJEUNER
2021-05-03;Entrée;BETTERAVES EN DES MIMOSA;;DEJEUNER
2021-05-03;Dessert;COMPOTE POMME/POIRE BIO/BISCUIT PETIT BEURRE;Produit Agriculture Biologique;DEJEUNER
2021-05-03;Dessert;POMME PINK LADY HQA;Haute Qualité Alimentaire;DEJEUNER
2021-05-04;Fromage;FROMAGE CARRE FRAIS BIO IND;Produit Agriculture Biologique;DEJEUNER
2021-05-06;Fromage;FROMAGE EDAM BIO IND;Produit Agriculture Biologique;DEJEUNER
2021-05-07;Légumes;RIZ DE CAMARGUE PILAF;Haute Qualité Alimentaire;DEJEUNER
2021-05-10;Dessert;DESSERT FRUIT Po DE SAISON BIO ANNUEL 2;Produit Agriculture Biologique;DEJEUNER
2021-05-11;Entrée;MELON JAUNE;;DEJEUNER
2021-05-11;Plat;CROQUE MONSIEUR SALADE A/PORC - COMPLET;;DEJEUNER
2021-05-11;Dessert;COMPOTE POMME FRAICHE UPC;Haute Qualité Alimentaire;DEJEUNER
2021-05-17;Entrée;PIZZA FRAICHE AU THON;;DEJEUNER
2021-05-17;Légumes;POMME DE TERRE GRENAILLE A LA FLEUR DE SEL;;DEJEUNER
2021-05-18;Entrée;MELON PAYS;Haute Qualité Alimentaire;DEJEUNER
2021-05-18;Entrée;TOMATE MOZZARELLA;;DEJEUNER
2021-05-18;Dessert;DESSERT FRUIT Po DE SAISON BIO ANNUEL 1;Produit Agriculture Biologique;DEJEUNER
2021-05-20;Entrée;SALADE LAITUE FEUILLE BIO AU CHEVRE;Produit Agriculture Biologique;DEJEUNER
2021-05-20;Plat;DOS DE CABILLAUD SAUCE COCKTAIL;;DEJEUNER
2021-05-20;Fromage;YAOURT NATURE BIO LES 2 VACHES ET SUCRE;Produit Agriculture Biologique;DEJEUNER
2021-05-21;Entrée;SALADE LAITUE FEUILLE BIO GARNITURE FARANDOLE;Produit Agriculture Biologique;DEJEUNER
2021-05-25;Entrée;BEIGNET DE CALAMARS ET CITRON;;DEJEUNER
2021-05-25;Plat;ESCALOPE DE PORC BIO A GRILLER AUX HERBES DE PROVENCE;Produit Agriculture Biologique;DEJEUNER
2021-05-25;Fromage;FROMAGE CAMEMBERT BIO;Produit Agriculture Biologique;DEJEUNER
2021-05-25;Dessert;DESSERT FRUIT Po DE SAISON BIO ANNUEL 2;Produit Agriculture Biologique;DEJEUNER
2021-05-27;Plat;POISSON PAVE BORDELAISE;;DEJEUNER
2021-05-28;Légumes;RATATOUILLE UPC;;DEJEUNER
2021-05-28;Fromage;FROMAGE SALAGOU TOMETTE BREBIS;Haute Qualité Alimentaire;DEJEUNER
2021-05-28;Fromage;YAOURT BIO LOCAL EN SEAU;Produit Agriculture Biologique;DEJEUNER
2021-06-01;Dessert;DESSERT FRUIT ETE BIO Po;Produit Agriculture Biologique;DEJEUNER
2021-06-01;Dessert;DESSERT FRUIT Po DE SAISON BIO ANNUEL 2;Produit Agriculture Biologique;DEJEUNER
2021-06-03;Fromage;FROMAGE EMMENTAL BIO IND;Produit Agriculture Biologique;DEJEUNER
2021-06-03;Dessert;DESSERT FRUIT Po DE SAISON BIO ANNUEL 2;Produit Agriculture Biologique;DEJEUNER
2021-06-04;Fromage;FROMAGE BRIE BIO COUPE;Produit Agriculture Biologique;DEJEUNER
2021-06-04;Dessert;BEIGNET CHOCOLAT;;DEJEUNER
2021-06-08;Plat;GRATIN SEMOULE AUX LEGUMES ET PARMESAN - COMPLET ALTERNATIF PA;;DEJEUNER
2021-06-08;Fromage;FROMAGE CAMEMBERT BIO;Produit Agriculture Biologique;DEJEUNER
2021-06-11;Entrée;ROULE AU FROMAGE;;DEJEUNER
2021-06-11;Fromage;FROMAGE SALAGOU TOMETTE DU CAYLAR;Haute Qualité Alimentaire;DEJEUNER
2021-06-11;Dessert;CREME DESSERT VANILLE BIO;Produit Agriculture Biologique;DEJEUNER
2021-06-14;Plat;KEBAB EMINCE DE DINDE/GALETTE SAUCE BLANCHE;;DEJEUNER
2021-06-14;Légumes;POMME DE TERRE ALLUMETTE FRITE;;DEJEUNER
2021-06-14;Fromage;FROMAGE EDAM BIO IND;Produit Agriculture Biologique;DEJEUNER
2021-06-14;Dessert;DESSERT FRUIT Po DE SAISON BIO ANNUEL 2;Produit Agriculture Biologique;DEJEUNER
2021-06-15;Entrée;MACEDOINE LEGUME VINAIGRETTE;;DEJEUNER
2021-06-15;Plat;ROTI DE BOEUF SAUCE FROIDE BEARNAISE;Haute Qualité Alimentaire;DEJEUNER
2021-06-15;Légumes;GRATIN DAUPHINOIS;;DEJEUNER
2021-06-18;Entrée;SALADE MELANGE LOCALE BIO AU MAIS;Produit Agriculture Biologique;DEJEUNER
2021-06-18;Plat;CROQUE MONSIEUR SALADE A/PORC - COMPLET;;DEJEUNER
2021-06-18;Fromage;FROMAGE CAMEMBERT BIO;Produit Agriculture Biologique;DEJEUNER
2021-06-21;Plat;ASSIETTE ORIENTALE ET SA SEMOULE BIO - COMPLET ALTERNATIF PV;;DEJEUNER
2021-06-21;Plat;DOS DE COLIN MARINADE HUILE D'OLIVE ET CITRON;;DEJEUNER
2021-06-22;Légumes;POELEE LEGUMES TAJINE;;DEJEUNER
2021-06-22;Dessert;DESSERT FRUIT Po DE SAISON BIO ANNUEL 2;Produit Agriculture Biologique;DEJEUNER
2021-06-24;Entrée;POMELOS BIO AU SUCRE (ENTREE);Produit Agriculture Biologique;DEJEUNER
2021-06-24;Entrée;SALADE POMME DE TERRE AU THON UPC;;DEJEUNER
2021-06-24;Fromage;FROMAGE TOMME CATALANE AOP;Haute Qualité Alimentaire;DEJEUNER
2021-06-24;Dessert;FLAN BIO VANILLE/CARAMEL LES 2 VACHES;Produit Agriculture Biologique;DEJEUNER
2021-06-29;Dessert;GLACE SUNDAE VANILLE/CARAMEL;;DEJEUNER
